id,ubigeo,anio,pob_total_inei,pob_urbana_inei,pob_rural_inei,generacion_per_capita_dom,generacion_dom_urbana_tdia,generacion_dom_urbana_tanio,generacion_mun_tanio,generacion_mun_tdia,generacion_per_capita_municipal,ratio_dom_vs_mun_pct
10020,210302,2024,2635,1605,1030,0.45,0.72,263.62,376.6,1.03,0.64,69.9029
10021,210303,2019,9626,2529,7097,0.29,0.73,267.69,382.42,1.05,0.41,69.5238
10022,210303,2020,9627,2454,7173,0.29,0.71,259.76,371.08,1.02,0.41,69.6078
10023,210303,2021,9591,2387,7204,0.29,0.69,252.66,360.95,0.99,0.41,69.697
10024,210303,2022,9574,2327,7247,0.29,0.67,246.31,351.88,0.96,0.41,69.7917
10025,210303,2023,9569,2326,7243,0.29,0.67,246.21,351.72,0.96,0.41,69.7917
10026,210303,2024,9564,2325,7239,0.29,0.67,246.1,351.57,0.96,0.41,69.7917
10027,210304,2019,6310,3256,3054,0.25,0.81,297.11,424.44,1.16,0.36,69.8276
10028,210304,2020,5932,3000,2932,0.25,0.75,273.75,391.07,1.07,0.36,70.0935
10029,210304,2021,5573,2775,2798,0.51,1.43,520.77,743.96,2.04,0.73,70.098
10030,210304,2022,5224,2560,2664,0.52,1.33,484.81,692.59,1.9,0.74,70.0
10031,210304,2023,4879,2391,2488,0.53,1.28,465.43,664.91,1.82,0.76,70.3297
10032,210304,2024,4635,2271,2364,0.53,1.2,439.32,627.61,1.72,0.76,69.7674
10033,210305,2019,4659,2616,2043,0.44,1.14,417.91,597.01,1.64,0.63,69.5122
10034,210305,2020,4735,2610,2125,0.44,1.14,416.12,594.45,1.63,0.62,69.9387
10035,210305,2021,4827,2624,2203,0.44,1.15,421.41,602.02,1.65,0.63,69.697
10036,210305,2022,4909,2629,2280,0.45,1.17,427.3,610.42,1.67,0.64,70.0599
10037,210305,2023,4983,2669,2314,0.44,1.18,431.6,616.57,1.69,0.63,69.8225
10038,210305,2024,5054,2707,2347,0.45,1.22,444.62,635.18,1.74,0.64,70.1149
10039,210306,2019,10008,7520,2488,0.49,3.68,1344.95,1921.36,5.26,0.7,69.962
10040,210306,2020,10095,7507,2588,0.49,3.68,1342.63,1918.04,5.25,0.7,70.0952
10041,210306,2021,10214,7534,2680,0.51,3.84,1402.45,2003.51,5.49,0.73,69.9454
10042,210306,2022,10326,7552,2774,0.51,3.85,1405.8,2008.29,5.5,0.73,70.0
10043,210306,2023,10437,7633,2804,0.51,3.89,1420.88,2029.83,5.56,0.73,69.964
10044,210306,2024,10546,7713,2833,0.51,3.93,1435.77,2051.11,5.62,0.73,69.9288
10045,210307,2019,8385,833,7552,0.54,0.45,164.6,235.14,0.64,0.77,70.3125
10046,210307,2020,8569,819,7750,0.53,0.44,159.75,228.22,0.63,0.76,69.8413
10047,210307,2021,8786,816,7970,0.34,0.28,101.27,144.67,0.4,0.49,70.0
10048,210307,2022,8973,810,8163,0.34,0.28,100.52,143.6,0.39,0.49,71.7949
10049,210307,2023,9139,825,8314,0.34,0.28,102.38,146.26,0.4,0.49,70.0
10050,210307,2024,9296,839,8457,0.34,0.29,104.12,148.74,0.41,0.49,70.7317
10051,210308,2019,6432,2709,3723,0.42,1.14,415.64,593.77,1.63,0.6,69.9387
10052,210308,2020,6544,2691,3853,0.49,1.32,481.29,687.55,1.88,0.7,70.2128
10053,210308,2021,6679,2696,3983,0.49,1.32,482.18,688.83,1.89,0.7,69.8413
10054,210308,2022,6798,2693,4105,0.49,1.32,481.64,688.06,1.89,0.7,69.8413
10055,210308,2023,6907,2736,4171,0.49,1.34,489.33,699.05,1.92,0.7,69.7917
10056,210308,2024,7009,2777,4232,0.45,1.25,456.12,651.6,1.79,0.64,69.8324
10057,210309,2019,7743,1714,6029,0.54,0.93,338.68,483.82,1.33,0.77,69.9248
10058,210309,2020,8135,1744,6391,0.53,0.93,340.18,485.97,1.33,0.76,69.9248
10059,210309,2021,8564,1791,6773,0.51,0.92,336.11,480.16,1.32,0.73,69.697
10060,210309,2022,8916,1818,7098,0.52,0.94,344.29,491.85,1.35,0.74,69.6296
10061,210309,2023,9214,1879,7335,0.53,1.0,365.77,522.53,1.43,0.76,69.9301
10062,210309,2024,9385,1914,7471,0.53,1.01,370.26,528.95,1.45,0.76,69.6552
10063,210310,2019,8872,3499,5373,0.54,1.89,691.38,987.69,2.71,0.77,69.7417
10064,210310,2020,8586,3302,5284,0.53,1.76,644.07,920.11,2.52,0.76,69.8413
10065,210310,2021,8263,3117,5146,0.51,1.6,584.96,835.65,2.29,0.73,69.869
10066,210310,2022,7955,2941,5014,0.52,1.53,556.96,795.66,2.18,0.74,70.1835
10067,210310,2023,7655,2830,4825,0.4,1.13,413.18,590.26,1.62,0.57,69.7531
10068,210310,2024,7359,2721,4638,0.4,1.09,397.27,567.52,1.55,0.57,70.3226
10069,210401,2019,20740,8189,12551,0.34,2.78,1016.25,1451.79,3.98,0.49,69.8492
10070,210401,2020,20420,7863,12557,0.34,2.67,975.8,1394.0,3.82,0.49,69.8953
10071,210401,2021,20375,7695,12680,0.36,2.77,1011.12,1444.46,3.96,0.51,69.9495
10072,210401,2022,20291,7520,12771,0.36,2.71,988.13,1411.61,3.87,0.51,70.0258
10073,210401,2023,20184,7480,12704,0.36,2.69,982.87,1404.1,3.85,0.51,69.8701
10074,210401,2024,20060,7434,12626,0.36,2.68,976.83,1395.47,3.82,0.51,70.1571
10075,210402,2019,13621,8065,5556,0.51,4.11,1501.3,2144.71,5.88,0.73,69.898
10076,210402,2020,13132,7644,5488,0.51,3.9,1422.93,2032.76,5.57,0.73,70.018
10077,210402,2021,12831,7371,5460,0.68,5.01,1829.48,2613.55,7.16,0.97,69.9721
10078,210402,2022,12516,7098,5418,0.68,4.83,1761.72,2516.75,6.9,0.97,70.0
10079,210402,2023,12195,6916,5279,0.68,4.7,1716.55,2452.22,6.72,0.97,69.9405
10080,210402,2024,11872,6733,5139,0.68,4.58,1671.13,2387.33,6.54,0.97,70.0306
10081,210403,2019,9044,2226,6818,0.44,0.97,355.61,508.01,1.39,0.63,69.7842
10082,210403,2020,8634,2059,6575,0.44,0.9,328.27,468.96,1.28,0.62,70.3125
10083,210403,2021,8350,1945,6405,0.44,0.86,312.37,446.24,1.22,0.63,70.4918
10084,210403,2022,8064,1835,6229,0.45,0.82,298.25,426.07,1.17,0.64,70.0855
10085,210403,2023,7779,1770,6009,0.44,0.78,286.22,408.89,1.12,0.63,69.6429
10086,210403,2024,7497,1706,5791,0.45,0.77,280.21,400.3,1.1,0.64,70.0
10087,210404,2019,6975,779,6196,0.44,0.34,124.45,177.78,0.49,0.63,69.3878
10088,210404,2020,6411,690,5721,0.44,0.3,110.01,157.15,0.43,0.62,69.7674
10089,210404,2021,5973,625,5348,0.44,0.28,100.38,143.39,0.39,0.63,71.7949
10090,210404,2022,5557,567,4990,0.45,0.25,92.16,131.65,0.36,0.64,69.4444
10091,210404,2023,5163,527,4636,0.49,0.26,94.25,134.65,0.37,0.7,70.2703
10092,210404,2024,4798,490,4308,0.49,0.24,87.64,125.2,0.34,0.7,70.5882
10093,210405,2019,8404,1198,7206,0.44,0.52,191.38,273.4,0.75,0.63,69.3333
10094,210405,2020,8114,1116,6998,0.36,0.4,146.64,209.49,0.57,0.51,70.1754
10095,210405,2021,7939,1063,6876,0.36,0.38,139.68,199.54,0.55,0.51,69.0909
10096,210405,2022,7756,1011,6745,0.36,0.36,132.85,189.78,0.52,0.51,69.2308
10097,210405,2023,7567,986,6581,0.36,0.35,129.56,185.09,0.51,0.51,68.6275
10098,210405,2024,7377,962,6415,0.41,0.39,143.96,205.66,0.56,0.59,69.6429
10099,210406,2019,14314,2698,11616,0.38,1.03,374.21,534.59,1.46,0.54,70.5479
10100,210406,2020,13999,2552,11447,0.38,0.97,353.96,505.66,1.39,0.54,69.7842
10101,210406,2021,13874,2465,11409,0.4,0.99,359.89,514.13,1.41,0.57,70.2128
10102,210406,2022,13729,2379,11350,0.4,0.95,347.33,496.19,1.36,0.57,69.8529
10103,210406,2023,13568,2351,11217,0.4,0.94,343.25,490.35,1.34,0.57,70.1493
10104,210406,2024,13400,2322,11078,0.4,0.93,339.01,484.3,1.33,0.57,69.9248
10105,210407,2019,17644,2089,15555,0.48,1.0,365.99,522.85,1.43,0.69,69.9301
10106,210407,2020,17402,1987,15415,0.48,0.95,348.12,497.32,1.36,0.69,69.8529
10107,210407,2021,17392,1931,15461,0.44,0.85,310.12,443.03,1.21,0.63,70.2479
10108,210407,2022,17352,1877,15475,0.31,0.58,212.38,303.4,0.83,0.44,69.8795
10109,210407,2023,17291,1870,15421,0.31,0.58,211.59,302.27,0.83,0.44,69.8795
10110,210407,2024,17215,1862,15353,0.31,0.58,210.69,300.98,0.82,0.44,70.7317
10111,210501,2019,49234,22331,26903,0.43,9.6,3504.85,5006.93,13.72,0.61,69.9708
10112,210501,2020,48729,21601,27128,0.43,9.29,3390.28,4843.25,13.27,0.61,70.0075
10113,210501,2021,48331,21040,27291,0.62,13.04,4761.35,6801.93,18.64,0.89,69.9571
10114,210501,2022,47866,20470,27396,0.43,8.8,3212.77,4589.67,12.57,0.61,70.008
10115,210501,2023,47358,20253,27105,0.43,8.71,3178.71,4541.01,12.44,0.61,70.0161
10116,210501,2024,46825,20025,26800,0.43,8.61,3142.92,4489.89,12.3,0.61,70.0
10117,210502,2019,1152,104,1048,0.44,0.05,16.61,23.73,0.07,0.63,71.4286
10118,210502,2020,1107,96,1011,0.44,0.04,15.31,21.86,0.06,0.62,66.6667
10119,210502,2021,1066,90,976,0.44,0.04,14.45,20.65,0.06,0.63,66.6667
10120,210502,2022,1025,84,941,0.45,0.04,13.65,19.5,0.05,0.64,80.0
10121,210502,2023,985,81,904,0.44,0.04,13.1,18.71,0.05,0.63,80.0
10122,210502,2024,946,78,868,0.45,0.04,12.81,18.3,0.05,0.64,80.0
10123,210503,2019,11059,1328,9731,0.42,0.56,203.75,291.07,0.8,0.6,70.0
10124,210503,2020,10812,1252,9560,0.42,0.53,192.11,274.45,0.75,0.6,70.6667
10125,210503,2021,10595,1192,9403,0.44,0.52,191.44,273.48,0.75,0.63,69.3333
10126,210503,2022,10369,1135,9234,0.45,0.51,184.47,263.53,0.72,0.64,70.8333
10127,210503,2023,10136,1109,9027,0.44,0.49,179.33,256.19,0.7,0.63,70.0
10128,210503,2024,9905,1084,8821,0.45,0.49,178.05,254.35,0.7,0.64,70.0
10129,210504,2019,3412,1108,2304,0.29,0.32,117.28,167.55,0.46,0.41,69.5652
10130,210504,2020,3220,1017,2203,0.29,0.29,107.65,153.78,0.42,0.41,69.0476
10131,210504,2021,3048,942,2106,0.44,0.41,151.29,216.12,0.59,0.63,69.4915
10132,210504,2022,2882,871,2011,0.45,0.39,141.57,202.24,0.55,0.64,70.9091
10133,210504,2023,2723,823,1900,0.44,0.36,133.09,190.12,0.52,0.63,69.2308
10134,210504,2024,2573,778,1795,0.45,0.35,127.79,182.55,0.5,0.64,70.0
10135,210505,2019,2535,569,1966,0.44,0.25,90.9,129.86,0.36,0.63,69.4444
10136,210505,2020,2419,526,1893,0.8,0.42,153.59,219.42,0.6,1.14,70.0
10137,210505,2021,2315,490,1825,0.8,0.39,143.08,204.4,0.56,1.14,69.6429
10138,210505,2022,2212,457,1755,0.8,0.37,133.44,190.63,0.52,1.14,71.1538
10139,210505,2023,2111,436,1675,0.8,0.35,127.31,181.87,0.5,1.14,70.0
10140,210505,2024,2013,416,1597,0.8,0.33,121.47,173.53,0.48,1.14,68.75
10141,210601,2019,19222,7470,11752,0.24,1.79,654.37,934.82,2.56,0.34,69.9219
10142,210601,2020,19050,7223,11827,0.24,1.73,632.73,903.91,2.48,0.34,69.7581
10143,210601,2021,18895,7028,11867,0.24,1.69,615.65,879.5,2.41,0.34,70.1245
10144,210601,2022,18718,6832,11886,0.34,2.32,847.85,1211.22,3.32,0.49,69.8795
10145,210601,2023,18527,6762,11765,0.34,2.3,839.16,1198.81,3.28,0.49,70.122
10146,210601,2024,18328,6690,11638,0.45,3.01,1098.83,1569.76,4.3,0.64,70.0
10147,210602,2019,4037,1440,2597,0.46,0.66,241.78,345.39,0.95,0.66,69.4737
10148,210602,2020,4007,1392,2615,0.46,0.64,233.72,333.88,0.91,0.66,70.3297
10149,210602,2021,3982,1356,2626,0.45,0.61,222.72,318.18,0.87,0.64,70.1149
10150,210602,2022,3951,1318,2633,0.45,0.59,216.48,309.26,0.85,0.64,69.4118
10151,210602,2023,3916,1306,2610,0.45,0.59,214.51,306.44,0.84,0.64,70.2381
10152,210602,2024,3881,1295,2586,0.45,0.58,212.7,303.86,0.83,0.64,69.8795
10153,210603,2019,3213,1335,1878,0.44,0.58,213.27,304.67,0.83,0.63,69.8795
10154,210603,2020,3140,1274,1866,0.44,0.56,203.12,290.17,0.79,0.62,70.8861
10155,210603,2021,3071,1222,1849,0.44,0.54,196.25,280.36,0.77,0.63,70.1299
10156,210603,2022,3000,1173,1827,0.45,0.52,190.65,272.36,0.75,0.64,69.3333
10157,210603,2023,2927,1144,1783,0.44,0.51,184.99,264.28,0.72,0.63,70.8333
10158,210603,2024,2855,1116,1739,0.45,0.5,183.3,261.86,0.72,0.64,69.4444
10159,210604,2019,2668,159,2509,0.44,0.07,25.4,36.29,0.1,0.63,70.0
10160,210604,2020,2598,149,2449,0.44,0.07,23.76,33.94,0.09,0.62,77.7778
10161,210604,2021,2533,141,2392,0.29,0.04,14.92,21.32,0.06,0.41,66.6667
10162,210604,2022,2466,133,2333,0.29,0.04,14.08,20.11,0.06,0.41,66.6667
10163,210604,2023,2398,129,2269,0.29,0.04,13.65,19.51,0.05,0.41,80.0
10164,210604,2024,2331,126,2205,0.29,0.04,13.34,19.05,0.05,0.41,80.0
10165,210605,2019,5201,852,4349,0.44,0.37,136.11,194.44,0.53,0.63,69.8113
10166,210605,2020,5097,807,4290,0.44,0.35,128.66,183.8,0.5,0.62,70.0
10167,210605,2021,4998,770,4228,0.44,0.34,123.66,176.66,0.48,0.63,70.8333
10168,210605,2022,4895,736,4159,0.45,0.33,119.62,170.89,0.47,0.64,70.2128
10169,210605,2023,4790,720,4070,0.44,0.32,116.43,166.33,0.46,0.63,69.5652
10170,210605,2024,4686,705,3981,0.45,0.32,115.8,165.42,0.45,0.64,71.1111
10171,210606,2019,4151,468,3683,0.44,0.2,74.76,106.81,0.29,0.63,68.9655
10172,210606,2020,4039,439,3600,0.44,0.19,69.99,99.99,0.27,0.62,70.3704
10173,210606,2021,3934,416,3518,0.44,0.18,66.81,95.44,0.26,0.63,69.2308
10174,210606,2022,3825,394,3431,0.45,0.18,64.04,91.48,0.25,0.64,72.0
10175,210606,2023,3717,383,3334,0.44,0.17,61.93,88.48,0.24,0.63,70.8333
10176,210606,2024,3610,372,3238,0.45,0.17,61.1,87.29,0.24,0.64,70.8333
10177,210607,2019,13636,1779,11857,0.17,0.3,110.39,157.7,0.43,0.24,69.7674
10178,210607,2020,13536,1705,11831,0.17,0.29,105.8,151.14,0.41,0.24,70.7317
10179,210607,2021,13451,1650,11801,0.44,0.73,264.99,378.56,1.04,0.63,70.1923
10180,210607,2022,13349,1595,11754,0.45,0.71,259.24,370.34,1.01,0.64,70.297
10181,210607,2023,13235,1581,11654,0.44,0.7,255.66,365.23,1.0,0.63,70.0
10182,210607,2024,13115,1567,11548,0.79,1.24,451.84,645.49,1.77,1.13,70.0565
10183,210608,2019,7641,877,6764,0.44,0.38,140.1,200.15,0.55,0.63,69.0909
10184,210608,2020,7490,830,6660,0.8,0.66,242.36,346.23,0.95,1.14,69.4737
10185,210608,2021,7349,792,6557,0.7,0.55,202.36,289.08,0.79,1.0,69.6203
10186,210608,2022,7202,755,6447,0.71,0.54,195.66,279.51,0.77,1.01,70.1299
10187,210608,2023,7052,739,6313,0.7,0.52,188.81,269.74,0.74,1.0,70.2703
10188,210608,2024,6901,723,6178,0.7,0.51,184.73,263.9,0.72,1.0,70.8333
10189,210701,2019,11786,5606,6180,0.38,2.13,777.55,1110.79,3.04,0.54,70.0658
10190,210701,2020,11783,5484,6299,0.54,2.96,1080.9,1544.14,4.23,0.77,69.9764
10191,210701,2021,11749,5377,6372,0.51,2.74,1000.93,1429.9,3.92,0.73,69.898
10192,210701,2022,11708,5272,6436,0.8,4.22,1539.42,2199.18,6.03,1.14,69.9834
10193,210701,2023,11661,5251,6410,0.8,4.2,1533.29,2190.42,6.0,1.14,70.0
10194,210701,2024,11610,5228,6382,0.8,4.18,1526.58,2180.82,5.97,1.14,70.0168
10195,210702,2019,5943,1164,4779,0.44,0.51,185.95,265.64,0.73,0.63,69.863
10196,210702,2020,5955,1129,4826,0.44,0.49,180.0,257.14,0.7,0.62,70.0
10197,210702,2021,5977,1104,4873,0.44,0.49,177.3,253.29,0.69,0.63,71.0145
10198,210702,2022,5992,1080,4912,0.45,0.48,175.53,250.76,0.69,0.64,69.5652
10199,210702,2023,6004,1082,4922,0.44,0.48,174.97,249.95,0.68,0.63,70.5882
10200,210702,2024,6014,1084,4930,0.45,0.49,178.05,254.35,0.7,0.64,70.0
10201,210703,2019,1739,501,1238,0.44,0.22,80.04,114.34,0.31,0.63,70.9677
10202,210703,2020,1755,490,1265,0.44,0.21,78.12,111.6,0.31,0.62,67.7419
10203,210703,2021,1776,485,1291,0.44,0.21,77.89,111.27,0.3,0.63,70.0
10204,210703,2022,1797,481,1316,0.45,0.21,78.18,111.68,0.31,0.64,67.7419
10205,210703,2023,1817,486,1331,0.44,0.22,78.59,112.27,0.31,0.63,70.9677
10206,210703,2024,1838,492,1346,0.45,0.22,80.81,115.44,0.32,0.64,68.75
10207,210704,2019,2451,514,1937,0.44,0.22,82.11,117.3,0.32,0.63,68.75
10208,210704,2020,2419,491,1928,0.44,0.21,78.28,111.83,0.31,0.62,67.7419
10209,210704,2021,2365,469,1896,0.44,0.21,75.32,107.6,0.29,0.63,72.4138
10210,210704,2022,2306,446,1860,0.45,0.2,72.49,103.56,0.28,0.64,71.4286
10211,210704,2023,2245,434,1811,0.44,0.19,70.18,100.26,0.27,0.63,70.3704
10212,210704,2024,2183,422,1761,0.45,0.19,69.31,99.02,0.27,0.64,70.3704
10213,210705,2019,2404,687,1717,0.44,0.3,109.75,156.78,0.43,0.63,69.7674
10214,210705,2020,2376,659,1717,0.44,0.29,105.07,150.09,0.41,0.62,70.7317
10215,210705,2021,2328,632,1696,0.44,0.28,101.5,145.0,0.4,0.63,70.0
10216,210705,2022,2276,604,1672,0.45,0.27,98.17,140.24,0.38,0.64,71.0526
10217,210705,2023,2222,590,1632,0.44,0.26,95.41,136.3,0.37,0.63,70.2703
10218,210705,2024,2166,575,1591,0.45,0.26,94.44,134.92,0.37,0.64,70.2703
10219,210706,2019,1810,645,1165,0.44,0.28,103.04,147.2,0.4,0.63,70.0
10220,210706,2020,1725,598,1127,0.44,0.26,95.34,136.2,0.37,0.62,70.2703
10221,210706,2021,1635,556,1079,0.44,0.24,89.29,127.56,0.35,0.63,68.5714
10222,210706,2022,1545,515,1030,0.45,0.23,83.7,119.58,0.33,0.64,69.697
10223,210706,2023,1455,485,970,0.44,0.21,78.43,112.04,0.31,0.63,67.7419
10224,210706,2024,1365,455,910,0.45,0.2,74.73,106.76,0.29,0.64,68.9655
10225,210707,2019,2666,922,1744,0.44,0.4,147.29,210.42,0.58,0.63,68.9655
10226,210707,2020,2510,845,1665,0.44,0.37,134.72,192.46,0.53,0.62,69.8113
10227,210707,2021,2358,778,1580,0.44,0.34,124.95,178.5,0.49,0.63,69.3878
10228,210707,2022,2205,713,1492,0.45,0.32,115.89,165.55,0.45,0.64,71.1111
10229,210707,2023,2052,664,1388,0.44,0.29,107.37,153.39,0.42,0.63,69.0476
10230,210707,2024,1901,615,1286,0.45,0.28,101.01,144.31,0.4,0.64,70.0
10231,210708,2019,5505,2121,3384,0.44,0.93,338.83,484.05,1.33,0.63,69.9248
10232,210708,2020,5442,2044,3398,0.44,0.89,325.88,465.54,1.28,0.62,69.5312
10233,210708,2021,5336,1966,3370,0.44,0.87,315.74,451.06,1.24,0.63,70.1613
10234,210708,2022,5219,1886,3333,0.45,0.84,306.53,437.91,1.2,0.64,70.0
10235,210708,2023,5098,1842,3256,0.44,0.82,297.87,425.52,1.17,0.63,70.0855
10236,210708,2024,4975,1798,3177,0.45,0.81,295.32,421.89,1.16,0.64,69.8276
10237,210709,2019,7486,5646,1840,0.4,2.26,824.32,1177.59,3.23,0.57,69.969
10238,210709,2020,7445,5557,1888,0.4,2.22,811.32,1159.03,3.18,0.57,69.8113
10239,210709,2021,7367,5455,1912,0.44,2.4,876.07,1251.53,3.43,0.63,69.9708
10240,210709,2022,7279,5347,1932,0.44,2.35,858.73,1226.75,3.36,0.63,69.9405
10241,210709,2023,7185,5278,1907,0.44,2.32,847.65,1210.92,3.32,0.63,69.8795
10242,210709,2024,7090,5208,1882,0.44,2.29,836.4,1194.86,3.27,0.63,70.0306
10243,210710,2019,1206,457,749,0.44,0.2,73.01,104.29,0.29,0.63,68.9655
10244,210710,2020,1139,421,718,0.44,0.18,67.12,95.89,0.26,0.62,69.2308
10245,210710,2021,1080,391,689,0.44,0.17,62.79,89.71,0.25,0.63,68.0
10246,210710,2022,1021,363,658,0.45,0.16,59.0,84.28,0.23,0.64,69.5652
10247,210710,2023,961,342,619,0.44,0.15,55.3,79.01,0.22,0.63,68.1818
10248,210710,2024,902,321,581,0.45,0.14,52.72,75.32,0.21,0.64,66.6667
10249,210801,2019,25708,22579,3129,0.52,11.74,4285.49,6122.13,16.77,0.74,70.006
10250,210801,2020,25921,22577,3344,0.52,11.74,4285.11,6121.59,16.77,0.74,70.006
10251,210801,2021,26084,22554,3530,0.53,11.95,4363.07,6232.96,17.08,0.76,69.9649
10252,210801,2022,26215,22497,3718,0.53,11.92,4352.04,6217.21,17.03,0.76,69.9941
10253,210801,2023,26329,22595,3734,0.53,11.98,4371.0,6244.29,17.11,0.76,70.0175
10254,210801,2024,26440,22690,3750,0.53,12.03,4389.38,6270.54,17.18,0.76,70.0233
10255,210802,2019,5711,3714,1997,0.6,2.23,813.37,1161.95,3.18,0.86,70.1258
10256,210802,2020,5770,3663,2107,0.6,2.2,802.2,1146.0,3.14,0.86,70.0637
10257,210802,2021,5818,3619,2199,0.6,2.17,792.56,1132.23,3.1,0.86,70.0
10258,210802,2022,5859,3569,2290,0.6,2.14,781.61,1116.59,3.06,0.86,69.9346
10259,210802,2023,5897,3592,2305,0.49,1.76,642.43,917.76,2.51,0.7,70.1195
10260,210802,2024,5934,3615,2319,0.49,1.77,646.54,923.63,2.53,0.7,69.9605
10261,210803,2019,2073,296,1777,0.44,0.13,47.29,67.55,0.19,0.63,68.4211
10262,210803,2020,2031,273,1758,0.44,0.12,43.52,62.18,0.17,0.62,70.5882
10263,210803,2021,1985,255,1730,0.44,0.11,40.95,58.5,0.16,0.63,68.75
10264,210803,2022,1936,237,1699,0.45,0.11,38.52,55.03,0.15,0.64,73.3333
10265,210803,2023,1886,231,1655,0.2,0.05,16.86,24.09,0.07,0.29,71.4286
10266,210803,2024,1833,224,1609,0.37,0.08,30.25,43.22,0.12,0.53,66.6667
10267,210804,2019,2608,1718,890,0.44,0.75,274.45,392.08,1.07,0.63,70.0935
10268,210804,2020,2513,1617,896,0.44,0.71,257.8,368.29,1.01,0.62,70.297
10269,210804,2021,2416,1524,892,0.44,0.67,244.75,349.65,0.96,0.63,69.7917
10270,210804,2022,2317,1432,885,0.45,0.64,232.75,332.49,0.91,0.64,70.3297
10271,210804,2023,2217,1370,847,0.29,0.4,145.01,207.16,0.57,0.41,70.1754
10272,210804,2024,2118,1309,809,0.29,0.38,138.56,197.94,0.54,0.41,70.3704
10273,210805,2019,7334,3199,4135,0.33,1.06,385.32,550.46,1.51,0.47,70.1987
10274,210805,2020,7268,3051,4217,0.33,1.01,367.49,524.99,1.44,0.47,70.1389
10275,210805,2021,7186,2921,4265,0.38,1.11,405.14,578.78,1.59,0.54,69.8113
10276,210805,2022,7094,2791,4303,0.38,1.06,387.11,553.02,1.52,0.54,69.7368
10277,210805,2023,6993,2751,4242,0.38,1.05,381.56,545.09,1.49,0.54,70.4698
10278,210805,2024,6888,2710,4178,0.38,1.03,375.88,536.97,1.47,0.54,70.068
10279,210806,2019,8581,4408,4173,0.29,1.28,466.59,666.55,1.83,0.41,69.9454
10280,210806,2020,8374,4162,4212,0.29,1.21,440.55,629.35,1.72,0.41,70.3488
10281,210806,2021,8152,3940,4212,0.29,1.14,417.05,595.78,1.63,0.41,69.9387
10282,210806,2022,7921,3721,4200,0.29,1.08,393.87,562.67,1.54,0.41,70.1299
10283,210806,2023,7683,3609,4074,0.29,1.05,382.01,545.73,1.5,0.41,70.0
10284,210806,2024,7439,3495,3944,0.29,1.01,369.95,528.49,1.45,0.41,69.6552
10285,210807,2019,7790,1049,6741,0.42,0.44,160.95,229.92,0.63,0.6,69.8413
10286,210807,2020,7579,963,6616,0.42,0.4,147.77,211.1,0.58,0.6,68.9655
10287,210807,2021,7358,890,6468,0.44,0.39,142.93,204.19,0.56,0.63,69.6429
10288,210807,2022,7130,823,6307,0.45,0.37,133.76,191.09,0.52,0.64,71.1538
10289,210807,2023,6899,796,6103,0.44,0.35,128.72,183.89,0.5,0.63,70.0
10290,210807,2024,6665,769,5896,0.45,0.35,126.31,180.44,0.49,0.64,71.4286
10291,210808,2019,6408,2968,3440,0.19,0.56,205.83,294.04,0.81,0.27,69.1358
10292,210808,2020,6353,2837,3516,0.19,0.54,196.75,281.07,0.77,0.27,70.1299
10293,210808,2021,6287,2721,3566,0.44,1.2,436.99,624.28,1.71,0.63,70.1754
10294,210808,2022,6213,2607,3606,0.45,1.16,423.72,605.31,1.66,0.64,69.8795
10295,210808,2023,6134,2574,3560,0.44,1.14,416.24,594.62,1.63,0.63,69.9387
10296,210808,2024,6053,2540,3513,0.45,1.14,417.2,595.99,1.63,0.64,69.9387
10297,210809,2019,3906,726,3180,0.44,0.32,115.98,165.69,0.45,0.63,71.1111
10298,210809,2020,3884,683,3201,0.44,0.3,108.89,155.56,0.43,0.62,69.7674
10299,210809,2021,3856,648,3208,0.44,0.29,104.07,148.67,0.41,0.63,70.7317
10300,210809,2022,3825,614,3211,0.45,0.27,99.79,142.56,0.39,0.64,69.2308
10301,210809,2023,3791,609,3182,0.49,0.3,108.92,155.6,0.43,0.7,69.7674
10302,210809,2024,3758,603,3155,0.49,0.3,107.85,154.07,0.42,0.7,71.4286
10303,210901,2019,11334,3000,8334,0.39,1.17,427.05,610.07,1.67,0.56,70.0599
10304,210901,2020,10927,2821,8106,0.39,1.1,401.57,573.67,1.57,0.56,70.0637
10305,210901,2021,10662,2700,7962,0.42,1.13,413.91,591.3,1.62,0.6,69.7531
10306,210901,2022,10383,2581,7802,0.42,1.08,395.67,565.24,1.55,0.6,69.6774
10307,210901,2023,10100,2511,7589,0.2,0.5,183.3,261.86,0.72,0.29,69.4444
10308,210901,2024,9818,2441,7377,0.51,1.24,454.39,649.13,1.78,0.73,69.6629
10309,210902,2019,3289,892,2397,0.42,0.37,136.86,195.51,0.54,0.6,68.5185
10310,210902,2020,3263,863,2400,0.42,0.36,132.42,189.18,0.52,0.6,69.2308
10311,210902,2021,3252,844,2408,0.44,0.37,135.55,193.64,0.53,0.63,69.8113
10312,210902,2022,3242,826,2416,0.45,0.37,134.25,191.79,0.53,0.64,69.8113
10313,210902,2023,3231,823,2408,0.44,0.36,133.09,190.12,0.52,0.63,69.2308
10314,210902,2024,3220,820,2400,0.45,0.37,134.69,192.41,0.53,0.64,69.8113
10315,210903,2019,2594,920,1674,0.44,0.4,146.97,209.96,0.58,0.63,68.9655
10316,210903,2020,2488,863,1625,0.44,0.38,137.59,196.56,0.54,0.62,70.3704
